epoch,val/q_halt_accuracy,_step,val/cell_acc,train/q_continue_loss,train/frac_at_max_steps,val/halt_steps_hist,val/puzzle_acc,train/halt_steps_hist,train/lr,train/accuracy,val/q_halt_acc,train/avg_steps,carbon/energy_kwh,train/samples_per_sec,train/lm_loss,_runtime,val/accuracy,train/epoch_time_sec,system/gpu_mem_gb,train/q_halt_accuracy,_timestamp,train/exact_accuracy,train/q_halt_loss,carbon/emissions_kg,val/frac_at_max_steps,val/avg_steps,val/exact_accuracy,val/avg_act_steps,train/grad_norm
567,,567,,0,0.02558823488652706,,,,0.0001,0.9879540452977392,,2.192218895002345,0.9322902446176692,36.140003498278006,1.1057845344197124,14773.0859098,,26.56336212158203,3.525885952,0.990792913172383,1776083469.3087378,0.9665984725921535,0.09859921133334694,0.2215019069284673,,,,,396.696875
569,,569,,0,0.02279851771891117,,,,0.0001,0.9891061621565552,,2.1254473279040096,0.9356106346876895,35.60345693437163,1.0219883663256466,14827.9512517,,26.96367383003235,3.525885952,0.9896666698065517,1776083524.6511145,0.9682039790335092,0.09669722271494599,0.22229079508481334,,,,,402.45
570,,570,,0,0.026066696271300316,,,,0.0001,0.9877985976953146,,2.1720063556543443,0.9372636967837222,35.72053253468064,1.0848692503929185,14855.4124899,,26.875299215316772,3.525885952,0.9896743108476209,1776083552.0394895,0.9657788380569359,0.10881497783311264,0.22268354445514768,,,,,392.575
572,,572,,0,0.028278017416596413,,,,0.0001,0.9862288227484813,,2.2145427831817903,0.9405796184879858,35.636006888895,1.1446448977345154,14910.6008662,,26.939045190811157,3.525885952,0.9901484505260576,1776083606.9534657,0.9630004963251477,0.11354676116439204,0.22347137097694195,,,,,391.88125
573,,573,,0,0.021720243617892265,,,,0.0001,0.9886752017800543,,2.1541203734396768,0.9422454089293841,35.264178984545936,1.042433345862024,14937.925593,,27.223092317581177,3.525885952,0.9908861392651199,1776083634.689214,0.9702091118902977,0.10941010797452029,0.22386714446212333,,,,,433.25416666666666
574,,574,,0,0.026109660044312477,,,,0.0001,0.9884905421403611,,2.1551318498560197,0.9438984268459714,35.80890007009827,1.0546061194559824,14965.4755784,,26.808977603912354,3.525885952,0.9906060428553534,1776083662.0139687,0.9667350886578723,0.10211846110685897,0.22425988333590738,,,,,362.62916666666666
578,,578,,0,0.0241567250341177,,,,0.0001,0.9877937005158001,,2.188615252588372,0.9505304757044178,35.91438862366751,1.0939975426890276,15075.3697386,,26.730233669281006,3.525885952,0.9895582319290167,1776083771.927629,0.9659916328004582,0.1036372214439984,0.2258355851921368,,,,,394.01354166666664
584,,584,,0,0.022695034742355347,,,,0.0001,0.989348776242549,,2.1258896163798635,0.9604676987602397,36.06395363386444,1.0240519029442214,15239.4739382,,26.619377613067627,3.525885952,0.9931568749591851,1776083936.2616398,0.9711023177589706,0.09542357181316066,0.22819656008074649,,,,,378.915625
586,,586,,0,0.023722892627120018,,,,0.0001,0.9889313846580189,,2.176415430253669,0.963791836006671,35.18852923667809,1.045593162588184,15294.4491567,,27.281617641448975,3.525885952,0.9903061962302718,1776083991.358436,0.9680082526675537,0.10578987736718833,0.22898633852498881,,,,,420.6614583333333
587,,587,,0,0.0219123512506485,,,,0.0001,0.9891946803086777,,2.1181259689251974,0.9654428256414089,36.0053410704487,1.011756991950725,15321.8748061,,26.662710905075073,3.525885952,0.9906162065428685,1776084018.53851,0.9696371077373588,0.10855530676376908,0.22937859550131656,,,,,417.625
590,,590,,0,0.025285713374614716,,,,0.0001,0.9880964449237906,,2.1336101703319197,0.9705442744227641,35.089538181146146,1.0238275362463058,15404.0750794,,27.35858178138733,3.525885952,0.9893482674260119,1776084100.8680782,0.9659972288237151,0.10670057796417534,0.23059064361582995,,,,,402.72291666666666
593,,593,,0,0.024299344047904015,,,,0.0001,0.9888140353705198,,2.2056805544661344,0.9755294358565694,34.97785918587285,1.109467033623383,15487.0665446,,27.44593358039856,3.525885952,0.9891762368909879,1776084183.5850816,0.966271786822371,0.1031846366542876,0.2317750631357263,,,,,417.25416666666666
599,,599,,0,0.02590673603117466,,,,0.0001,0.98795723349707,,2.149844444084889,0.985496984559823,35.126508649370905,1.045171330063074,15652.2660802,,27.329787015914917,3.525885952,0.9918721774256122,1776084349.1621213,0.9673850024480222,0.10045437522083014,0.23414324306458362,,,,,377.2239583333333
600,0.9992691337934558,600,0.856669133406239,0,0.025479571893811226,"{'_type': 'histogram', 'values': [119457, 0, 0, 0, 122264, 0, 0, 0, 33445, 0, 0, 0, 13298, 0, 0, 0, 0, 6819, 0, 0, 0, 4288, 0, 0, 0, 2976, 0, 0, 0, 2283, 0, 0, 0, 0, 1763, 0, 0, 0, 1549, 0, 0, 0, 1293, 0, 0, 0, 1049, 0, 0, 0, 0, 963, 0, 0, 0, 848, 0, 0, 0, 757, 0, 0, 0, 109734], 'packedBins': {'min': 1, 'size': 0.234375, 'count': 64}}",0.7384799875114124,"{'packedBins': {'count': 64, 'min': 1, 'size': 0.234375}, '_type': 'histogram', 'values': [3574, 0, 0, 0, 2231, 0, 0, 0, 506, 0, 0, 0, 148, 0, 0, 0, 0, 39, 0, 0, 0, 26, 0, 0, 0, 22, 0, 0, 0, 15, 0, 0, 0, 0, 13, 0, 0, 0, 8, 0, 0, 0, 14, 0, 0, 0, 13, 0, 0, 0, 0, 15, 0, 0, 0, 18, 0, 0, 0, 13, 0, 0, 0, 174]}",0.0001,0.9874695502924318,0.9992691337934558,2.1662537366124677,0.987148149905072,35.98623255294843,1.1011842289846026,22466.5449632,0.856669133406239,26.676868677139282,3.525885952,0.9885417999833592,1776091162.7972856,0.9643548233604052,0.11301000930282834,0.23453554178779598,0.25954973697662354,5.832948583917159,0.7384799875114124,5.832948583917159,373.57916666666665
603,,603,,0,0.022278983145952225,,,,0.0001,0.9895519686785392,,2.1122246008544114,1.4238102398410448,35.292940793621476,1.0097322434714775,22548.5251425,,27.200906991958618,3.525885952,0.9911936083202132,1776091245.66077,0.9703743167992729,0.09412229265479558,0.33828165107359404,,,,,421.5885416666667
604,,604,,0,0.023500576615333557,,,,0.0001,0.9877379255393793,,2.161806343511589,1.4254634622606612,36.19236207428189,1.0814149840200395,22576.0380175,,26.524933576583862,3.525885952,0.989598464522204,1776091272.7004797,0.9664345925928064,0.11208421438463163,0.3386744385350483,,,,,392.43645833333335
611,,611,,0,0.027161944657564163,,,,0.0001,0.9876597716966131,,2.187655679467087,1.4370909097256441,35.390505897062866,1.0795291414885726,22769.5972062,,27.125919103622437,3.525885952,0.9899169356675441,1776091465.7546291,0.9643023288293848,0.10462058647880973,0.3414369921508061,,,,,415.49375
614,,614,,0,0.024749722331762314,,,,0.0001,0.9875204578725417,,2.0746278826095446,1.4420800950311243,35.16625656285674,0.989162697732229,22851.8284857,,27.298896551132202,3.525885952,0.9882457974157245,1776091548.8253558,0.9648208709281035,0.11258230853579088,0.3426223676983498,,,,,404.5697916666667
620,,620,,0,0.022614138200879097,,,,0.0001,0.9891381927672883,,2.1303843522902377,1.4520435298760033,35.70568462104965,1.0295979297844111,23016.5926648,,26.886475086212158,3.525885952,0.9889513233871255,1776091713.4324827,0.9678202391916438,0.10174760224634895,0.3449895702197097,,,,,383.4895833333333
625,,625,,0,0.023117288947105408,,,,0.0001,0.9890019685916206,,2.1103179584553655,1.4603541277543355,35.4596316135796,1.0089449484365258,23154.0846446,,27.073039293289185,3.525885952,0.9890576620398919,1776091851.0814443,0.9674385480991655,0.10656545475248541,0.3469640768590248,,,,,446.2625
628,,628,,0,0.02326279506087303,,,,0.0001,0.9887826663495026,,2.2475149862157573,1.4653422913299967,35.80392709910367,1.1177555967951698,23237.138692,,26.81270122528076,3.525885952,0.9895212524941829,1776091933.583045,0.9678185279279565,0.11139049545217153,0.3481492096548026,,,,,384.43645833333335
630,,630,,0,0.023330990225076675,,,,0.0001,0.988894406124245,,2.0929610687141467,1.4686576580581077,36.13646298504909,0.982790495746689,23291.9929998,,26.565964698791504,3.525885952,0.9901286275149491,1776091988.4006207,0.967369739333904,0.09805648520495008,0.3489369043203677,,,,,416.2083333333333
632,,632,,0,0.019543509930372238,,,,0.0001,0.9900833489602607,,2.114819338200937,1.4719903819225748,35.3655951964161,1.0087744673464927,23347.4084386,,27.145025968551636,3.525885952,0.9900723610618825,1776092043.834824,0.9719287259238415,0.10745085807026866,0.34972872285060264,,,,,401.10625
635,,635,,0,0.018926117569208145,,,,0.0001,0.9904713163705295,,2.0848889246811866,1.4769746187026525,35.711650177206074,0.9896996591137056,23429.9534339,,26.881983757019043,3.525885952,0.9908667368486855,1776092126.330257,0.9737284766826223,0.09263164579375144,0.35091292268294444,,,,,415.84375
638,,638,,0,0.02413209155201912,,,,0.0001,0.9886983668910807,,2.0954356730339523,1.4819690792583153,34.91436332685667,0.9899069890722104,23512.5306266,,27.49584722518921,3.525885952,0.9914700306228642,1776092209.614568,0.9681731925477183,0.09794621711782289,0.35209955157190387,,,,,392.225
645,,645,,0,0.022298691794276237,,,,0.0001,0.9890099006284128,,2.043820573164427,1.4935769752534678,35.5124086509713,0.9606988062942996,23705.0165488,,27.032804489135742,3.525885952,0.9915500254175179,1776092401.7557547,0.9700643927560842,0.08579192648803849,0.35485745997349605,,,,,403.725
646,,646,,0,0.02075837180018425,,,,0.0001,0.9902645907397407,,2.062390762976595,1.495239822931617,35.651812691523496,0.9519364544677738,23732.224256,,26.927102088928223,3.525885952,0.9923221908390744,1776092429.2019143,0.973196742130947,0.08412684704536971,0.35525253429049986,,,,,376.8833333333333
648,,648,,0,0.023157300427556038,,,,0.0001,0.9890826768195846,,2.1151111118826305,1.4985423914625782,35.83710348280757,0.9920869615462504,23787.3630086,,26.78787922859192,3.525885952,0.9912146657634981,1776092483.7226772,0.9693373755030189,0.10073742235967216,0.3560371882452024,,,,,406.88958333333335
650,0.999195810646521,650,0.8574890247329079,0,0.02280929684638977,"{'_type': 'histogram', 'values': [122551, 0, 0, 0, 122322, 0, 0, 0, 32616, 0, 0, 0, 13016, 0, 0, 0, 0, 6835, 0, 0, 0, 4182, 0, 0, 0, 2991, 0, 0, 0, 2115, 0, 0, 0, 0, 1817, 0, 0, 0, 1439, 0, 0, 0, 1145, 0, 0, 0, 1045, 0, 0, 0, 0, 890, 0, 0, 0, 769, 0, 0, 0, 759, 0, 0, 0, 108294], 'packedBins': {'min': 1, 'size': 0.234375, 'count': 64}}",0.7416801880856982,"{'packedBins': {'count': 64, 'min': 1, 'size': 0.234375}, '_type': 'histogram', 'values': [3494, 0, 0, 0, 2383, 0, 0, 0, 565, 0, 0, 0, 128, 0, 0, 0, 0, 54, 0, 0, 0, 24, 0, 0, 0, 13, 0, 0, 0, 13, 0, 0, 0, 0, 9, 0, 0, 0, 11, 0, 0, 0, 10, 0, 0, 0, 21, 0, 0, 0, 0, 15, 0, 0, 0, 20, 0, 0, 0, 9, 0, 0, 0, 158]}",0.0001,0.988523111348574,0.999195810646521,2.149750357529039,1.5018635404144582,35.711757548875035,1.0585330425750632,30629.8276793,0.8574890247329079,26.881902933120728,3.525885952,0.9865288799910055,1776099326.1735256,0.9644655852767648,0.11625169775582327,0.35682625670353063,0.2561437785625458,5.763043241734589,0.7416801880856982,5.763043241734589,404.9145833333333
659,,659,,0,0.020787140354514122,,,,0.0001,0.9894592774232847,,2.0647248526602615,1.9486164248606752,35.24370260890791,0.961248422774127,30878.264877,,27.238908767700195,3.525885952,0.9883825823822844,1776099575.0194829,0.9684439296849124,0.11098498879103427,0.4629698277662228,,,,,393.0552083333333
662,,662,,0,0.020211610943078995,,,,0.0001,0.9889942459486046,,2.03218115418176,1.953588449547558,35.99172728667562,0.9204211354695846,30960.3329445,,26.67279601097107,3.525885952,0.9880403305137223,1776099657.1472182,0.9688465308185445,0.12366595181338376,0.46415112613955467,,,,,408.73541666666665
669,,669,,0,0.022225387394428253,,,,0.0001,0.9894234190258867,,2.1203517916625794,1.9652169536814588,35.74585010740582,0.9983887341613936,31153.0994044,,26.856264352798462,3.525885952,0.9898709483533589,1776099849.7707677,0.9689923789288851,0.10465119839977538,0.4669139308082241,,,,,383.87916666666666
673,,673,,0,0.021961113438010216,,,,0.0001,0.9890454202516001,,2.0776598991466715,1.9719499761125094,35.39678106424941,0.9702846334177823,31262.8163093,,27.121110200881958,3.525885952,0.9869892082761368,1776099959.6698117,0.9662462246852611,0.11335319757423805,0.46851362287459497,,,,,416.9916666666667
675,,675,,0,0.02057555876672268,,,,0.0001,0.9893896451762676,,2.0743362940598655,1.9752702960917585,35.22196300555342,0.9693623367835245,31317.9378293,,27.25572109222412,3.525885952,0.988173724029959,1776100014.8173687,0.9681397620454512,0.10485683184053114,0.4693024943781448,,,,,365.66041666666666
676,,676,,0,0.023084839805960655,,,,0.0001,0.9877106288861041,,2.1769406664277446,1.9769248132947936,35.84089853815152,1.0914788670475302,31345.8351019,,26.785042762756348,3.525885952,0.9897785196587898,1776100042.1652758,0.9678474112025948,0.11278225478102157,0.46969558946589673,,,,,404.5052083333333
679,,679,,0,0.02092290110886097,,,,0.0001,0.9905672441683063,,2.1212469036982986,1.9819259880155964,34.95285434131851,1.013500240132969,31429.2512546,,27.46556806564331,3.525885952,0.9888840815958594,1776100125.388058,0.9700595665578974,0.10314803037660544,0.47088381356663755,,,,,436.84791666666666
681,,681,,0,0.021967779844999313,,,,0.0001,0.9896246563610982,,2.0044917463628478,1.9852699348459435,35.00892444461756,0.8765733314047813,31484.5098049,,27.421579360961914,3.525885952,0.9891953273498912,1776100181.4182694,0.9682420604459874,0.11025259289168643,0.4716782985501129,,,,,404.2375
683,,683,,0,0.020952381193637848,,,,0.0001,0.9903928589574079,,2.033254546081327,1.9885869717636464,35.58856619515983,0.9426681302019161,31539.1908285,,26.974955797195435,3.525885952,0.9913077145213869,1776100236.233199,0.9719936573132734,0.08923099821173293,0.47246639003435303,,,,,379.4125
687,,687,,0,0.024441635236144066,,,,0.0001,0.9887743893844175,,2.111304552258418,1.995224949734483,36.019719452929685,1.0086133675858882,31648.5673323,,26.6520676612854,3.525885952,0.9893674660752999,1776100345.4527237,0.9667918788113211,0.10139693354125419,0.47404350058246614,,,,,408.59583333333336
688,,688,,0,0.025387870147824287,,,,0.0001,0.9886430577370172,,2.1099727146998233,1.9968825775040033,35.80066539187135,0.9937519455316509,31675.7773637,,26.815144062042236,3.525885952,0.9918918972232987,1776100372.7957897,0.9679757260305535,0.09088271752076588,0.4744373347065987,,,,,380.628125
692,,692,,0,0.021058464422822,,,,0.0001,0.9896996072958107,,2.073576372492093,2.0036692040778417,34.946463205479674,0.9748077516116225,31785.9813217,,27.470591068267822,3.525885952,0.9917498153442004,1776100483.1507053,0.9717993994616768,0.09814522436189516,0.4760497625276504,,,,,407.6
693,,693,,0,0.02089676260948181,,,,0.0001,0.9897589045636751,,2.0497227373580906,2.00532265573975,36.16762325299029,0.9511585788396411,31813.880332,,26.543076753616333,3.525885952,0.991278913643996,1776100510.2105188,0.9716185435088842,0.10050292345937002,0.47644260445455155,,,,,435.76145833333334
696,,696,,0,0.022711439058184624,,,,0.0001,0.9885296475077234,,2.0777786414245063,2.010315958884193,35.83443941754674,0.9601827437815665,31895.9720295,,26.789870738983154,3.525885952,0.9877749618964883,1776100592.8330858,0.9659565501600075,0.10967651223599133,0.47762895835533653,,,,,410.55625
698,,698,,0,0.024113474413752556,,,,0.0001,0.9872383369658998,,2.1163892009501453,2.013639652660969,35.65178364998844,1.0267549382692864,31951.1074346,,26.9271240234375,3.525885952,0.9868953828532309,1776100647.657501,0.9631948418528565,0.12350406519229554,0.47841863143606694,,,,,401.725
700,0.9994749116574343,700,0.8613469228978267,0,0.02039954997599125,"{'_type': 'histogram', 'values': [125296, 0, 0, 0, 119165, 0, 0, 0, 33302, 0, 0, 0, 13659, 0, 0, 0, 0, 7165, 0, 0, 0, 4313, 0, 0, 0, 3131, 0, 0, 0, 2366, 0, 0, 0, 0, 1916, 0, 0, 0, 1605, 0, 0, 0, 1318, 0, 0, 0, 1157, 0, 0, 0, 0, 1014, 0, 0, 0, 871, 0, 0, 0, 832, 0, 0, 0, 105676], 'packedBins': {'min': 1, 'size': 0.234375, 'count': 64}}",0.7486080428396399,"{'packedBins': {'count': 64, 'min': 1, 'size': 0.234375}, '_type': 'histogram', 'values': [3558, 0, 0, 0, 2536, 0, 0, 0, 500, 0, 0, 0, 151, 0, 0, 0, 0, 53, 0, 0, 0, 37, 0, 0, 0, 23, 0, 0, 0, 21, 0, 0, 0, 0, 23, 0, 0, 0, 9, 0, 0, 0, 13, 0, 0, 0, 13, 0, 0, 0, 0, 5, 0, 0, 0, 11, 0, 0, 0, 10, 0, 0, 0, 145]}",0.0001,0.9900082717916329,0.9994749116574343,2.1027501698490796,2.016973432141552,35.65334122691682,0.9935937696341948,38792.5188662,0.8613469228978267,26.925947666168213,3.525885952,0.9909066558771843,1776107489.516204,0.9714992898790652,0.10438821135582474,0.47921070076907923,0.24995151162147522,5.70279999810779,0.7486080428396399,5.70279999810779,404.74375
706,,706,,0,0.020022403448820114,,,,0.0001,0.9901251416698605,,2.0798888377185247,2.459590244782453,35.691312520464834,0.9715941789706534,38957.3819602,,26.89730167388916,3.525885952,0.9873610434406181,1776107653.7610035,0.9688277168025616,0.112076861291568,0.5843715866676183,,,,,430.68854166666665
708,,708,,0,0.019571295008063316,,,,0.0001,0.991134143441998,,1.993806729439746,2.4629924390992515,36.11063655522264,0.8723316643897375,39012.2177787,,26.584964752197266,3.525885952,0.9926412436966225,1776107708.733654,0.9743515066122016,0.08903419121962354,0.5851799106131522,,,,,402.70729166666666
711,,711,,0,0.0198089350014925,,,,0.0001,0.9904351210011202,,2.0843061765887514,2.467981254719933,35.80328241435189,0.97169480907234,39094.7992542,,26.813184022903442,3.525885952,0.9889694174924242,1776107791.2912254,0.9720662622588238,0.10302818692722684,0.5863651983276544,,,,,402.6197916666667
719,,719,,0,0.017283950001001358,,,,0.0001,0.991832854315169,,2.046239742104743,2.4812870450844486,35.76876824129462,0.9448051689904052,39315.3454129,,26.839056730270386,3.525885952,0.9915921327539664,1776108011.6828856,0.9755550073491895,0.09560119246803041,0.5895265077545694,,,,,407.4927083333333
720,,720,,0,0.01606743037700653,,,,0.0001,0.9917912879896306,,1.9638909693822555,2.482957155399966,35.04246165894166,0.8514730532728347,39343.2276027,,27.39533567428589,3.525885952,0.990743346766356,1776108039.5950513,0.9756469686008645,0.10035751048661563,0.5899233075943229,,,,,406.9145833333333
721,,721,,0,0.020483914762735367,,,,0.0001,0.9888357737836185,,2.065801527137405,2.484632777988209,35.08594550917347,0.9684798937327455,39370.916447,,27.361383199691772,3.525885952,0.9889657845683391,1776108067.477267,0.9687104642944272,0.09897758168669306,0.5903214170894409,,,,,386.78125
724,,724,,0,0.020827805623412132,,,,0.0001,0.9908942803650221,,1.99028568053001,2.489619465158135,35.47396583459018,0.8765253617999264,39453.6634452,,27.06209969520569,3.525885952,0.9939190092488103,1776108150.2577477,0.9739335992099557,0.08421339465942033,0.5915061991074564,,,,,391.18645833333335
727,,727,,0,0.017673049122095108,,,,0.0001,0.9915668904552715,,1.9959361762166858,2.4946212191919526,35.25537239163419,0.8996558029241879,39536.1746415,,27.22989249229431,3.525885952,0.9903674169581076,1776108233.0466049,0.973980836041511,0.08630065666541843,0.592694560846597,,,,,377.18541666666664
729,,729,,0,0.01903066784143448,,,,0.0001,0.9900486943189563,,2.034004691426679,2.497950382652346,35.306810822421305,0.9435283964930954,39590.9618005,,27.190221309661865,3.525885952,0.9886821822598942,1776108288.1680028,0.9707322068784402,0.10039096392219332,0.5934855334639885,,,,,396.73645833333336
739,,739,,0,0.02158273383975029,,,,0.0001,0.9896171270066982,,1.9953270462800203,2.51457643683068,35.869195853908295,0.9083390044342868,39865.5712963,,26.763911962509155,3.525885952,0.991425670433183,1776108562.093185,0.9704523324300028,0.09632720105599166,0.5974357010501646,,,,,424.8979166666667
740,,740,,0,0.018986495211720467,,,,0.0001,0.9911668002164692,,1.991639752575795,2.516244247294564,35.27954068214943,0.8807077398001277,39892.8824241,,27.211238622665405,3.525885952,0.990316041456272,1776108589.8223314,0.9727578564936308,0.08611758821817629,0.5978319544704683,,,,,402.22083333333336
741,,741,,0,0.021000955253839493,,,,0.0001,0.9898224021686057,,2.034315714405606,2.517902614293114,35.83541722668797,0.9307244821563434,39920.2430802,,26.78913974761963,3.525885952,0.9882353720446104,1776108617.1346512,0.9689418837883194,0.09930304678686626,0.5982259642272868,,,,,371.42291666666665
743,,743,,0,0.02282608672976494,,,,0.0001,0.9889552280955715,,2.0236274725246255,2.5212174777851604,36.2264349758628,0.9340063932934658,39975.2035334,,26.499985456466675,3.525885952,0.9912746810547362,1776108671.512188,0.9700149271873325,0.09401500133884336,0.5990135393294985,,,,,413.59791666666666
751,,751,,0,0.02247985266149044,,,,0.0001,0.9891904180870987,,2.102556959507634,2.966583332196767,35.4244114009837,0.9908687258808884,46982.8938442,,27.099956274032593,3.525885952,0.9896575704481748,1776115679.805087,0.9679152745320497,0.11143157246761848,0.7048275673132978,,,,,413.79791666666665
754,,754,,0,0.021229665726423264,,,,0.0001,0.9903500846079903,,2.0622325884442896,2.9715421635977766,35.88270045551911,0.9292130355850546,47065.3892385,,26.753839254379272,3.525885952,0.988708231137172,1776115761.812594,0.9689178376498131,0.10448755101050254,0.7060057311070321,,,,,391.46666666666664
758,,758,,0,0.0200958214700222,,,,0.0001,0.9903253617530192,,1.9810451124322452,2.9781581696504174,36.214963379285095,0.8703451250714384,47174.9646316,,26.508379697799683,3.525885952,0.9893702191130204,1776115871.5091727,0.9703738226747635,0.09531643904652905,0.707577621369073,,,,,390.39375
759,,759,,0,0.01652892492711544,,,,0.0001,0.9923744322334457,,1.9985719574828806,2.9798184695363505,35.297766323463875,0.8864271267434709,47202.3651541,,27.19718837738037,3.525885952,0.9917489644743662,1776115899.2278192,0.9764169629698033,0.09559460766314515,0.7079720903586719,,,,,391.8875
760,,760,,0,0.01947072520852089,,,,0.0001,0.9907608331145618,,2.036918205956383,2.9814731216720642,35.71047736588689,0.9260230711319256,47229.6768066,,26.882866621017456,3.525885952,0.9895351760659277,1776115926.6284084,0.971441689727142,0.09442762445375376,0.708365217504944,,,,,412.47083333333336
762,,762,,0,0.019857775419950485,,,,0.0001,0.9897878769584068,,2.0034841514101642,2.984778255939465,35.9473333458558,0.9123858186747867,47284.4419489,,26.70573616027832,3.525885952,0.990312711515615,1776115981.169171,0.9710440106047908,0.10151833845659512,0.7091504810504015,,,,,427.2708333333333
764,,764,,0,0.016962843015789986,,,,0.0001,0.9906644964582356,,2.001545284744171,2.9881047333543895,35.34553549476121,0.8978008413698743,47339.4560349,,27.160431623458862,3.525885952,0.9885398243116594,1776116036.38584,0.9720226233269209,0.11068119621199583,0.709940815492936,,,,,411.6
766,,766,,0,0.01795043610036373,,,,0.0001,0.9903888706232041,,1.9978726663075803,2.9914140208777815,35.7039527727294,0.896640969737472,47394.0218428,,26.887779235839844,3.525885952,0.9900151355462451,1776116091.1306598,0.9726371758824948,0.09516829791711302,0.7107270658063312,,,,,426.4875
